feature,importance
punt_lectura_critica,0.9156031108868319
punt_comp_ciudadanas,0.026035000594585116
punt_ingles,0.023800785048149985
punt_comuni_escrita,0.020382180451483302
punt_razona_cuantitativa,0.014166551786079609
nombre_ies,7.321682647130428e-06
depto_presentacion,3.5869786637777443e-06
genero,1.462571559177196e-06
